country,city,url
uae,Dubai Restaurants,https://www.zomato.com/dubai
uae,Sharjah Restaurants,https://www.zomato.com/sharjah
uae,Abu Dhabi Restaurants,https://www.zomato.com/abudhabi
uae,Ajman Restaurants,https://www.zomato.com/ajman
uae,Umm al Quwain Restaurants,https://www.zomato.com/umm-al-quwain
uae,Al Ain Restaurants,https://www.zomato.com/al-ain
uae,Fujairah Restaurants,https://www.zomato.com/fujairah
uae,Ras al-Khaimah Restaurants,https://www.zomato.com/ras-al-khaimah
